name,quadrant,ring,isNew,status,description
Databases / PostgreSQL,Data,Use,TRUE,new,"<h3>Description</h3>
<p>PostgreSQL is a powerful, free, and open source object-relational database system that uses and extends the SQL language combined with many features that store and scale the most complicated data workloads. It has more than 30 years of active development on the core platform. PostgreSQL runs on all major operating systems, has been ACID-compliant since 2001, and has powerful add-ons such as the popular PostGIS geospatial database extender.</p>
<h3>Projects</h3>
<ul>
<li>Essex</li>
</ul>
<h3>Comments</h3>
<p>Essex had a specific request from their DevOps team to use postgres over mariadb</p>
<h3>Experience</h3>
<ul>
<li>Ben</li>
</ul>"
Databases / MongoDB,Data,Use,TRUE,new,"<h3>Description</h3>
<p>MongoDB is a cross-platform open-source NoSQL database management system that was created by Dwight Merriman, Eliot Horowitz, and Kevin Ryan in 2007.  MongoDB stores data in flexible, JSON-like documents, allowing for dynamic schema and easy data modelling. Key features of MongoDB include horizontal scalability through sharding, automatic data distribution, and high availability through replica sets.</p>
<h3>Experience</h3>
<ul>
<li>Richard</li>
</ul>"
Databases / Redis,Data,Evaluate,TRUE,new,"<h3>Description</h3>
<p>Redis, which stands for Remote Dictionary Server, is a open source, fast, in-memory database. Its most common use is for caching data. It stores strings, lists, hashes, bitmaps, geospatial data - and other structures. It can be used in clusters to add more resilience. Regarding data types and resiliency, it is more capable than memcache.</p>
<h3>Comments</h3>
<p>Most common use case at Nomensa would be for Drupal/LGD sites, although we don't currently use it on any of our existing sites. At a higher level, our use of Microsoft FrontDoor provides higher level caching which aids performance tremendously, but there is scope to add Redis or Memcache to the mix, particularly to improve performance further for authenticated users.</p>"
Databases / MariaDB,Data,Use,TRUE,new,"<h3>Description</h3>
<p>Fork of MySQL</p>
<h3>Projects</h3>
<ul>
<li>Essex</li>
<li>Ramblers</li>
</ul>
<h3>Comments</h3>
<p>Note that Essex will be migrating to MySql soon, but the AWS does not have the requirement to move from MariaDB.</p>
<p>MariaDB specific service in Azure is on the retirement path</p>
<h3>Experience</h3>
<ul>
<li>Ben</li>
<li>Adrian</li>
<li>Richard</li>
<li>Andy</li>
<li>Nate</li>
</ul>"
Databases / Memcache,Data,Assess,TRUE,new,"<h3>Description</h3>
<p>Memcache is an open source, fast, in-memory database, similar to Redis. It's faster than Redis but is primarily used for key:value storing of data, so the data structures are far simpler and limited. It also doesn't have Redis' ability to store data to disk for more persistence, nor does it have the clustering options Redis has.</p>
<h3>Experience</h3>
<ul>
<li>Richard</li>
</ul>"
Databases / Meilisearch,Tools and Platforms,Evaluate,TRUE,new,"<h3>Description</h3>
<p>Open-source RESTful search API that provides customisable on-site search experience, compatible with CMS and web frameworks e.g. Strapi/ WordPress</p>
<h3>Projects</h3>
<ul>
<li>East of England Ambulance</li>
</ul>
<h3>Comments</h3>
<p>Added Meilisearch plugin on Strapi for EAS to support search functionality</p>
<h3>Experience</h3>
<ul>
<li>Ben</li>
<li>Kristol</li>
<li>Kurt</li>
</ul>"
Databases / Apache Solr,Tools and Platforms,Assess,TRUE,new,"<h3>Description</h3>
<p>Solr is an open-source enterprise-search platform, written in Java. Its major features include full-text search, hit highlighting, faceted search, real-time indexing, dynamic clustering, database integration, NoSQL features and rich document handling.</p>
<h3>Experience</h3>
<ul>
<li>Richard</li>
</ul>"
Databases / Elasticsearch,Tools and Platforms,Evaluate,TRUE,new,"<h3>Description</h3>
<p>Elasticsearch is a search engine based on the Lucene library. It provides a distributed, multitenant-capable full-text search engine with an HTTP web interface and schema-free JSON documents. Elasticsearch is developed in Java..</p>
<h3>Experience</h3>
<ul>
<li>Adrian</li>
</ul>"
Javascript / Node JS,Languages and Frameworks,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Javascript / Express JS,Languages and Frameworks,Evaluate,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Javascript / Typescript,Languages and Frameworks,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Javascript / Strapi,Tools and Platforms,Hold,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Javascript / ES6,Languages and Frameworks,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Javascript / Build Tools,Methods and Techniques,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Javascript / Unit Testing,Methods and Techniques,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Javascript / Vue JS/Nuxt,Languages and Frameworks,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Javascript / React JS/Next,Languages and Frameworks,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / PHP,Languages and Frameworks,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / Drupal 7,Tools and Platforms,Hold,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / Drupal 8+,Tools and Platforms,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / Drupal Theming,Methods and Techniques,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / Symfony,Languages and Frameworks,Evaluate,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / WordPress configuration,Methods and Techniques,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / WordPress custom development,Methods and Techniques,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / WordPress theming,Languages and Frameworks,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
PHP / Laravel,Languages and Frameworks,Assess,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Testing / Cypress,Tools and Platforms,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Testing / Webdriver,Languages and Frameworks,Hold,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Testing / Jest,Languages and Frameworks,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Testing / SOAPUI,Tools and Platforms,Evaluate,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Testing / BDD,Methods and Techniques,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Testing / Jmeter,Tools and Platforms,Use,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Testing / PHPUnit,Methods and Techniques,Assess,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
Testing / Playwright,Languages and Frameworks,Assess,TRUE,new,<h3>Experience</h3><ul><li>Ben</li></ul>
